id;full-name;html-url;stars;forks;last-commit;domain-files;n-actions-files;n-readme-files;n-intents;intents;n-entities;entities;n-actions;actions;n-slots;slots;n-slots-from-entity;n-slots-from-text;slots-type;n-forms;forms;version;type;config-languages;training-language;response-languages;wide-has-english;has-english;pure-english;created-at;owner-name;owner-type;last-commit-date;actions-files
adhvaitaganesh/rasa_googleAI;adhvaitaganesh/rasa_googleAI;https://github.com/adhvaitaganesh/rasa_googleAI;2;0;b54f021e0c543d05a35fd49067ac4d40173a21c7;['domain.yml'];1;0;8;['greet', 'thanks', 'goodbye', 'place_search', 'opening_hours', 'address', 'rating', 'inform'];2;['query', 'number'];9;['utter_greet', 'utter_goodbye', 'utter_thanks', 'utter_what_radius', 'utter_rating', 'utter_opening_hours', 'utter_address', 'utter_no_results', 'action_place_search'];6;['query', 'number', 'rating', 'address', 'opening_hours', 'location_match'];0;0;['text', 'text', 'unfeaturized', 'unfeaturized', 'unfeaturized', 'categorical'];0;[];;sfsd;['en'];['en'];['en'];True;True;True;2022-07-19T13:45:41Z;adhvaitaganesh;User;2022-07-19T14:23:18Z;['actions.py']
SreenijaK/rasa-ner__examples/concertbot;SreenijaK/rasa-ner;https://github.com/SreenijaK/rasa-ner;0;1;033fa8ede08b6c31acfa2a8f8ff4156bf1d4f930;['examples/concertbot/domain.yml'];1;0;7;['greet', 'thankyou', 'goodbye', 'search_concerts', 'search_venues', 'compare_reviews', 'bot_challenge'];1;['name'];9;['utter_default', 'utter_greet', 'utter_goodbye', 'utter_youarewelcome', 'action_search_concerts', 'action_search_venues', 'action_show_concert_reviews', 'action_show_venue_reviews', 'utter_iamabot'];2;['concerts', 'venues'];0;0;['list', 'list'];0;[];1.5;mfsd;['en'];;['en'];True;False;False;2019-10-17T08:04:52Z;SreenijaK;User;2019-10-18T08:12:29Z;['examples/concertbot/actions.py']
MdMonirHossan/Rasa-Chat-UI__rasa-master/examples/concertbot;MdMonirHossan/Rasa-Chat-UI;https://github.com/MdMonirHossan/Rasa-Chat-UI;0;0;65943924d816a65677d83e23b1e8f711acbbb14b;['rasa-master/examples/concertbot/domain.yml'];1;0;7;['greet', 'thankyou', 'goodbye', 'search_concerts', 'search_venues', 'compare_reviews', 'bot_challenge'];1;['name'];9;['utter_default', 'utter_greet', 'utter_goodbye', 'utter_youarewelcome', 'action_search_concerts', 'action_search_venues', 'action_show_concert_reviews', 'action_show_venue_reviews', 'utter_iamabot'];2;['concerts', 'venues'];0;0;['list', 'list'];0;[];1.5;mfsd;['en'];;['en'];True;False;False;2020-08-21T14:32:28Z;MdMonirHossan;User;2020-08-21T15:03:15Z;['rasa-master/examples/concertbot/actions.py']
Rowl1ng/rasa_wechat__examples/remote;Rowl1ng/rasa_wechat;https://github.com/Rowl1ng/rasa_wechat;49;24;2ee1eb3dd5a9c87f83ea91a5ec42f491c86a77c4;['examples/remote/concert_domain_remote.yml'];0;0;6;['greet', 'thankyou', 'goodbye', 'search_concerts', 'search_venues', 'compare_reviews'];1;['name'];8;['default', 'greet', 'goodbye', 'youarewelcome', 'search_concerts', 'search_venues', 'show_concert_reviews', 'show_venue_reviews'];2;['concerts', 'venues'];0;0;['list', 'list'];0;[];;mfsd;[];['en'];;True;False;False;2017-11-07T12:11:44Z;Rowl1ng;User;2019-04-26T02:49:39Z;[]
xiaoyao1949/rasa_1.2.2__examples/concertbot;xiaoyao1949/rasa_1.2.2;https://github.com/xiaoyao1949/rasa_1.2.2;3;2;7638f13f50a881d4cf6ddb62246ab1db1491a846;['examples/concertbot/domain.yml'];1;0;6;['greet', 'thankyou', 'goodbye', 'search_concerts', 'search_venues', 'compare_reviews'];1;['name'];8;['utter_default', 'utter_greet', 'utter_goodbye', 'utter_youarewelcome', 'action_search_concerts', 'action_search_venues', 'action_show_concert_reviews', 'action_show_venue_reviews'];2;['concerts', 'venues'];0;0;['list', 'list'];0;[];1.5;mfsd;['en'];;['en'];True;False;False;2019-08-15T01:29:52Z;xiaoyao1949;User;2019-08-15T08:57:58Z;['examples/concertbot/actions.py']
adorsys-academic/cui-privately-bot__rasa_core/examples/concertbot;adorsys-academic/cui-privately-bot;https://github.com/adorsys-academic/cui-privately-bot;2;1;6d40d495e9120c5bae84c6afdf922e049f4c409d;['rasa_core/examples/concertbot/domain.yml'];1;0;6;['greet', 'thankyou', 'goodbye', 'search_concerts', 'search_venues', 'compare_reviews'];1;['name'];8;['utter_default', 'utter_greet', 'utter_goodbye', 'utter_youarewelcome', 'action_search_concerts', 'action_search_venues', 'action_show_concert_reviews', 'action_show_venue_reviews'];2;['concerts', 'venues'];0;0;['list', 'list'];0;[];1.5;mfsd;[];;['en'];True;False;False;2019-02-06T14:55:16Z;adorsys-academic;Organization;2019-02-07T09:35:58Z;['rasa_core/examples/concertbot/actions.py']
parimalpate123/rasa_slack_chatbot__rasa_core/examples/concertbot;parimalpate123/rasa_slack_chatbot;https://github.com/parimalpate123/rasa_slack_chatbot;0;1;206aacab62f12be9df9f009f65736caed3e8edac;['rasa_core/examples/concertbot/domain.yml'];1;0;6;['greet', 'thankyou', 'goodbye', 'search_concerts', 'search_venues', 'compare_reviews'];1;['name'];8;['utter_default', 'utter_greet', 'utter_goodbye', 'utter_youarewelcome', 'action_search_concerts', 'action_search_venues', 'action_show_concert_reviews', 'action_show_venue_reviews'];2;['concerts', 'venues'];0;0;['list', 'list'];0;[];1.5;mfsd;[];;['en'];True;False;False;2019-01-20T10:32:59Z;parimalpate123;User;2019-05-07T11:08:07Z;['rasa_core/examples/concertbot/actions.py']
shfshf/rasa_chatbot__ol;shfshf/rasa_chatbot;https://github.com/shfshf/rasa_chatbot;3;0;1a10fb323cfef8107a5d60bd730d773628a539b5;['ol/concert_domain.yml'];1;0;6;['greet', 'thankyou', 'goodbye', 'search_concerts', 'search_venues', 'compare_reviews'];1;['name'];8;['utter_default', 'utter_greet', 'utter_goodbye', 'utter_youarewelcome', 'actions.ActionSearchConcerts', 'actions.ActionSearchVenues', 'actions.ActionShowConcertReviews', 'actions.ActionShowVenueReviews'];2;['concerts', 'venues'];0;0;['list', 'list'];0;[];1.5;mfsd;[];;['en'];True;False;False;2018-08-14T15:02:34Z;shfshf;User;2018-08-14T15:03:37Z;['ol/actions.py']
Rowl1ng/rasa_wechat__examples/concerts/models/policy/init;Rowl1ng/rasa_wechat;https://github.com/Rowl1ng/rasa_wechat;49;24;2ee1eb3dd5a9c87f83ea91a5ec42f491c86a77c4;['examples/concerts/models/policy/init/domain.yml'];0;0;6;['greet', 'thankyou', 'goodbye', 'search_concerts', 'search_venues', 'compare_reviews'];1;['name'];8;['utter_default', 'utter_greet', 'utter_goodbye', 'utter_youarewelcome', 'examples.concerts.actions.ActionSearchConcerts', 'examples.concerts.actions.ActionSearchVenues', 'examples.concerts.actions.ActionShowConcertReviews', 'examples.concerts.actions.ActionShowVenueReviews'];2;['concerts', 'venues'];0;0;['list', 'list'];0;[];1.5;mfsd;[];;['en'];True;False;False;2017-11-07T12:11:44Z;Rowl1ng;User;2019-04-26T02:49:39Z;[]
Rowl1ng/rasa_wechat__examples/concerts;Rowl1ng/rasa_wechat;https://github.com/Rowl1ng/rasa_wechat;49;24;2ee1eb3dd5a9c87f83ea91a5ec42f491c86a77c4;['examples/concerts/concert_domain.yml'];1;0;6;['greet', 'thankyou', 'goodbye', 'search_concerts', 'search_venues', 'compare_reviews'];1;['name'];8;['utter_default', 'utter_greet', 'utter_goodbye', 'utter_youarewelcome', 'examples.concerts.actions.ActionSearchConcerts', 'examples.concerts.actions.ActionSearchVenues', 'examples.concerts.actions.ActionShowConcertReviews', 'examples.concerts.actions.ActionShowVenueReviews'];2;['concerts', 'venues'];0;0;['list', 'list'];0;[];1.5;mfsd;[];;['en'];True;False;False;2017-11-07T12:11:44Z;Rowl1ng;User;2019-04-26T02:49:39Z;['examples/concerts/actions.py']
AmalenduR841/NLP-Chatbot-building-using-RASA;AmalenduR841/NLP-Chatbot-building-using-RASA;https://github.com/AmalenduR841/NLP-Chatbot-building-using-RASA;0;0;e9a6d2e7ac0732a75eb28c432f40577424be1d57;['domain.yml'];1;0;11;['greet', 'topics', 'get_entity_info', 'goodbye', 'paid_free', 'thank_you', 'unrelated', 'bot_challenge', 'provide_user_input_time', 'provide_user_input_time_equal', 'get minimum subscribers'];7;['topic', 'is_paid', 'user', 'user_input_time', 'condition', 'title', 'minSub'];7;['action_respond_with_topic', 'action_print_executed_story', 'action_find_paid_courses', 'action_course_print_user_input', 'action_find_greater_duration_courses', 'action_find_same_duration_courses', 'action_find_no_subscribers'];6;['user_input_time', 'condition', 'topic', 'title', 'is_paid', 'minSub'];6;0;['text', 'text', 'text', 'text', 'text', 'text'];0;[];3.1;sfsd;[];['en'];['en'];True;True;True;2023-08-10T14:20:39Z;AmalenduR841;User;2023-08-10T14:29:08Z;['actions.py']
shpetimp/RASA-Chatbots__05_event_bot/src;shpetimp/RASA-Chatbots;https://github.com/shpetimp/RASA-Chatbots;9;0;a8060987bb440fbe0cba2c206b5e3e4b411d6bd7;['05_event_bot/src/domain.yml'];1;0;16;['greet', 'venues_confrence', 'batman_room_confrence', 'subsctibition_to_update', 'view_information', 'superman_room_confrence', 'hero_room_confrence', 'speakers_confrence', 'view_session_speaker1', 'view_session_speaker2', 'session_speaker3', 'session_rosestone', 'session_freyabruke', 'session_confrence', 'session_one_speaker_details', 'session_two_speaker'];0;[];18;['utter_greet', 'utter_welcome_message', 'action_venu_confrence_details', 'action_batman_rooom_details', 'utter_subscribe_message', 'action_superman_rooom_details', 'action_hero_rooom_details', 'action_speaker_confrence_details', 'action_speakerone_details', 'action_speakertwo_details', 'action_speaker_confrence_more_details', 'action_speaker_rosestone_details', 'action_speaker_freya_details', 'action_session_confrence_details', 'action_session_speaker_confrence_details', 'action_session_two_speaker_confrence_details', 'action_session_more_confrence_details', 'utter_view_information'];0;[];0;0;[];0;[];1.5;mfsd;['en'];['en'];['en'];True;True;True;2022-12-27T08:27:54Z;shpetimp;User;2023-01-13T09:04:58Z;['05_event_bot/src/actions.py']
vedavd/NLP-Rasa__Part5;vedavd/NLP-Rasa;https://github.com/vedavd/NLP-Rasa;0;0;2defd05465539c2b15963f1473314e0346358af0;['Part5/domain.yml'];0;0;8;['greet', 'what_do_you_have', 'vegetarian', 'non_veg', 'order_name_veg', 'order_name_non_veg', 'deny', 'more_info'];0;[];7;['utter_botgreet', 'utter_veg_non_veg', 'utter_veg', 'utter_non_veg', 'utter_anythingelse', 'utter_thanks', 'utter_info'];0;[];0;0;[];0;[];;mfsd;['en'];['en'];['en'];True;True;True;2020-04-17T16:04:53Z;vedavd;User;2020-04-22T13:10:48Z;[]
vedavd/NLP-Rasa__Part2;vedavd/NLP-Rasa;https://github.com/vedavd/NLP-Rasa;0;0;2defd05465539c2b15963f1473314e0346358af0;['Part2/domain.yml'];0;0;7;['greet', 'what_do_you_have', 'vegetarian', 'non_veg', 'order_name_veg', 'order_name_non_veg', 'deny'];0;[];6;['utter_botgreet', 'utter_veg_non_veg', 'utter_veg', 'utter_non_veg', 'utter_anythingelse', 'utter_thanks'];0;[];0;0;[];0;[];;mfsd;['en'];['en'];['en'];True;True;True;2020-04-17T16:04:53Z;vedavd;User;2020-04-22T13:10:48Z;[]
rahul1889/online-food-order-foodiebaba-;rahul1889/online-food-order-foodiebaba-;https://github.com/rahul1889/online-food-order-foodiebaba-;1;0;32cde4e1757a0d324356d05b0ad0d4da65b90b5f;['domain.yml'];1;0;14;['greet', 'what_do_you_have', 'vegitarian', 'non_vegitarian', 'order', 'deny', 'breakfast', 'light_meal', 'heavy_meal', 'bye', 'item_quantity', 'item_quantifier', 'address', 'address:'];3;['item', 'quantity', 'quantifier'];19;['utter_order_placed', 'utter_anyting_else', 'utter_nonveg', 'utter_veg', 'utter_veg_or_nonveg', 'utter_bot_greet', 'utter_food_category', 'utter_nonveg_light_meal_order', 'utter_nonveg_heavy_meal_order', 'utter_veg_heavy_meal_order', 'utter_submit', 'utter_type_order', 'utter_breakfast_order', 'utter_slots_values', 'utter_bye', 'utter_ask_item', 'utter_ask_quantifier', 'utter_ask_quantity', 'utter_address'];3;['item', 'quantifier', 'quantity'];0;0;['unfeaturized', 'unfeaturized', 'unfeaturized'];1;['order_form'];;sfsd;['en'];['en'];['en'];True;True;True;2020-07-15T12:53:09Z;rahul1889;User;2020-07-15T13:14:19Z;['actions.py']
ZhengWang01/WineBot;ZhengWang01/WineBot;https://github.com/ZhengWang01/WineBot;1;0;a8213cc8b277ba3a04005905e47b338d4186d8c6;['domain.yml'];1;0;7;['greet', 'wine', 'goodbye', 'affirm', 'deny', 'bot_challenge', 'mood_unhappy'];0;[];1;['action_get_wine'];0;[];0;0;[];0;[];;sfsd;['en'];['en'];['en'];True;True;True;2020-10-13T06:24:33Z;ZhengWang01;User;2020-10-27T20:05:30Z;['actions/actions.py']
Zascc/CoArgue-CHI2023__chatbot/chatbot_car;Zascc/CoArgue-CHI2023;https://github.com/Zascc/CoArgue-CHI2023;2;0;e2f1a1f294ada15bcfb60530862a5e970df06a0f;['chatbot/chatbot_car/domain.yml'];1;0;12;['greet', 'write_now', 'explore', 'no_idea', 'stance', 'choose_claim_center', 'provide_keywords', 'not_interested', 'restart_session', 'start', 'choose_stance_again', 'check_notes'];2;['StanceCategory', 'ChosenClaimCenter'];13;['greet_and_intro_action', 'initialization_action', 'answer_writing_action', 'stance_inqury_action', 'encouragement_action', 'claim_center_suggestion_action', 'keywords_matching_action', 'keywords_prompting_action', 'keywords_selecting_action', 'ask_for_keywords_action', 'default_fallback_action', 'info_displaying_action', 'write_or_back_action'];4;['StanceCategory', 'ChosenClaimCenter', 'Keywords', 'ClaimIndex'];2;0;['text', 'text', 'text', 'text'];0;[];3.0;mfsd;['en'];['en'];['en'];True;True;True;2022-07-25T17:57:31Z;Zascc;User;2023-05-04T09:28:28Z;['chatbot/chatbot_car/actions/actions.py']
Zascc/CoArgue-CHI2023__chatbot/chatbot_bitcoin;Zascc/CoArgue-CHI2023;https://github.com/Zascc/CoArgue-CHI2023;2;0;e2f1a1f294ada15bcfb60530862a5e970df06a0f;['chatbot/chatbot_bitcoin/domain.yml'];1;0;12;['greet', 'write_now', 'explore', 'no_idea', 'stance', 'choose_claim_center', 'provide_keywords', 'not_interested', 'restart_session', 'start', 'choose_stance_again', 'check_notes'];2;['StanceCategory', 'ChosenClaimCenter'];13;['greet_and_intro_action', 'initialization_action', 'answer_writing_action', 'stance_inqury_action', 'encouragement_action', 'claim_center_suggestion_action', 'keywords_matching_action', 'keywords_prompting_action', 'keywords_selecting_action', 'ask_for_keywords_action', 'default_fallback_action', 'info_displaying_action', 'write_or_back_action'];4;['StanceCategory', 'ChosenClaimCenter', 'Keywords', 'ClaimIndex'];2;0;['text', 'text', 'text', 'text'];0;[];3.0;mfsd;['en'];['en'];['en'];True;True;True;2022-07-25T17:57:31Z;Zascc;User;2023-05-04T09:28:28Z;['chatbot/chatbot_bitcoin/actions/actions.py']
talibhsn/Shany;talibhsn/Shany;https://github.com/talibhsn/Shany;0;0;00e6d6c54c676587b030431f484793f1bd3a0b34;['horoscope_domain.yml'];1;0;4;['greeting', 'get_horoscope', 'subscription', 'dob_intent'];5;['horoscope_sign', 'DD', 'MM', 'subscribe', 'dob_intent'];6;['utter_greet', 'utter_ask_horoscope_sign', 'utter_ask_dob', 'utter_subscribe', 'get_todays_horoscope', 'subscribe_user'];4;['horoscope_sign', 'DD', 'MM', 'subscribe'];0;0;['text', 'text', 'text', 'bool'];0;[];1.5;sfsd;['en'];['en'];['en'];True;True;True;2019-07-20T16:14:32Z;talibhsn;User;2019-08-19T17:04:23Z;['actions.py']
victorojewale/NLP-Horoscope_Bot;victorojewale/NLP-Horoscope_Bot;https://github.com/victorojewale/NLP-Horoscope_Bot;0;0;2a9c1a7d59968fbeb10e0850d983e53a19926428;['horoscope_domain.yml'];1;0;4;['greeting', 'get_horoscope', 'subscription', 'dob_intent'];5;['horoscope_sign', 'DD', 'MM', 'subscribe', 'dob_intent'];6;['utter_greet', 'utter_ask_horoscope_sign', 'utter_ask_dob', 'utter_subscribe', 'get_todays_horoscope', 'subscribe_user'];4;['horoscope_sign', 'DD', 'MM', 'subscribe'];0;0;['text', 'text', 'text', 'bool'];0;[];1.5;sfsd;['en'];['en'];['en'];True;True;True;2020-05-04T07:28:01Z;victorojewale;User;2020-05-04T07:42:11Z;['actions.py']
tehmeerali786/Rasa-Horoscope-Chatbot__horoscope_bot;tehmeerali786/Rasa-Horoscope-Chatbot;https://github.com/tehmeerali786/Rasa-Horoscope-Chatbot;0;0;6f5ff04f08f708169154ed07ac991102732d5a6c;['horoscope_bot/horoscope_domain.yml'];1;0;4;['greeting', 'get_horoscope', 'subscription', 'dob_intent'];5;['horoscope_sign', 'DD', 'MM', 'subscribe', 'dob_intent'];6;['utter_greet', 'utter_ask_horoscope_sign', 'utter_ask_dob', 'utter_subscribe', 'get_todays_horoscope', 'subscribe_user'];4;['horoscope_sign', 'DD', 'MM', 'subscribe'];0;0;['text', 'text', 'text', 'bool'];0;[];1.5;mfsd;['en'];['en'];['en'];True;True;True;2020-10-19T16:42:26Z;tehmeerali786;User;2020-10-19T16:43:29Z;['horoscope_bot/actions.py']
notsocertain/portfolio-chatbot__.;notsocertain/portfolio-chatbot;https://github.com/notsocertain/portfolio-chatbot;0;0;7ef39c8fae751cc8e58a58f1c6868999adc8de34;['domain.yml'];1;0;15;['greetings', 'goodbye', 'musics', 'movies', 'projects', 'education', 'hobbies', 'sports', 'photos', 'socials', 'resume', 'visual', 'compliment', 'about', 'location'];0;[];0;[];0;[];0;0;[];0;[];3.1;mfsd;['en'];['en'];['en'];True;True;True;2024-02-25T14:21:45Z;notsocertain;User;2024-02-26T15:45:24Z;['actions/actions.py']
neilalbuquerque/Rasa-Chatbot;neilalbuquerque/Rasa-Chatbot;https://github.com/neilalbuquerque/Rasa-Chatbot;1;0;0b3a7907748a7307e9185d48e5d2861c92290387;['domain.yml'];1;0;15;['hello', 'mood_unhappy', 'affirm', 'laugh_at_joke', 'search_provider', 'thanks', 'goodbye', 'greet_wish', 'bot_challenge', 'greet', 'inform', 'deny', 'mood_great', 'ask_joke', 'festive'];2;['location', 'facility_type'];15;['utter_greet', 'utter_cheer_up', 'utter_did_that_help', 'utter_happy', 'utter_goodbye', 'utter_iamabot', 'utter_how_can_i_help', 'utter_ask_location', 'action_facility_search', 'utter_greet_wish', 'utter_joke', 'utter_laugh_response', 'action_festival_wish', 'utter_hi', 'utter_festival'];4;['address', 'facility_type', 'link', 'location'];0;0;['unfeaturized', 'text', 'text', 'text'];0;[];;sfsd;['en'];['en'];['en'];True;True;True;2021-07-27T13:04:05Z;neilalbuquerque;User;2021-07-27T15:23:40Z;['actions.py']
Dara-Sravan-Kumar/University-ChatBot;Dara-Sravan-Kumar/University-ChatBot;https://github.com/Dara-Sravan-Kumar/University-ChatBot;1;0;f5900e25193f5baa75b9d0475ff8a0af09a6a05e;['bot/domain.yml'];0;0;18;['hello', 'task', 'greet', 'name', 'mood_great', 'goodbye', 'affirm', 'bot_challenge', 'director', 'courses', 'fees', 'location', 'college_name', 'hostel', 'faculty', 'academic_calender', 'swear', 'library'];0;[];19;['utter_welcome_message', 'utter_academic_calender', 'utter_cheer_up', 'utter_college_name', 'utter_courses', 'utter_did_that_help', 'utter_director', 'utter_faculty', 'utter_fees', 'utter_goodbye', 'utter_greet', 'utter_happy', 'utter_hostel', 'utter_iamabot', 'utter_library', 'utter_location', 'utter_name', 'utter_swear', 'utter_task'];0;[];0;0;[];0;[];;sfsd;['en'];['en'];['en'];True;True;True;2021-01-23T17:05:01Z;Dara-Sravan-Kumar;User;2022-06-17T11:28:19Z;[]
Chatbot-Challenge/Rasa-Template;Chatbot-Challenge/Rasa-Template;https://github.com/Chatbot-Challenge/Rasa-Template;1;0;a21f3acfc39af410309e501a91cee95bfbab4b2f;['domain.yml'];1;0;3;['help', 'interact', 'start'];1;['object'];1;['action_interact'];1;['data'];0;0;['rasa.shared.core.slots.AnySlot'];0;[];3.1;sfsd;['en'];['en'];['en'];True;True;True;2023-02-14T14:06:06Z;Chatbot-Challenge;Organization;2023-06-01T09:25:11Z;['actions/actions.py']
huyhoangle86/chatbot_vnese;huyhoangle86/chatbot_vnese;https://github.com/huyhoangle86/chatbot_vnese;0;0;62a477cae8dd4ca9491f646a9e4cfb81fdf64b18;['domain.yml'];0;0;34;['house_near_company', 'overtime_salary', 'greet', 'job_location', 'overtime', 'interview_pass', 'interview_process', 'fellow', 'application_doc_missing', 'thanks', 'deny', 'industry_change', 'affirm', 'dont_receive_intern_certificate', 'can_I_upgrade_visa', 'application_doc', 'house_move_fee_support', 'interview_schedule', 'house_price', 'job_process', 'goodbye', 'get_certificate', 'job_description', 'bot_challenge', 'company_change', 'house_rent', 'travel_fee_support', 'out_of_scope', 'visa_change_advise', 'visa_change', 'bounty', 'salary', 'certificate_missing', 'bounty_yn'];3;['job_position', 'document_type', 'job_type'];0;[];0;[];0;0;[];0;[];2.0;sfsd;['vi'];['vi'];['vi'];False;False;False;2021-10-08T05:32:58Z;huyhoangle86;User;2021-10-08T05:55:21Z;[]
indraai/indu.guru;indraai/indu.guru;https://github.com/indraai/indu.guru;1;0;648e2d00d6519d37b25b3a96998aef20545b2cf3;['domain.yml'];0;0;8;['ident', 'greet', 'goodbye', 'approve', 'deny', 'mood_happy', 'mood_unhappy', 'bot_challenge'];0;[];0;[];0;[];0;0;[];0;[];3.1;sfsd;['en'];['en'];['en'];True;True;True;2022-11-11T18:49:19Z;indraai;User;2022-11-13T07:05:55Z;[]
sudo-akatsuki/Chatbot-using-Rasa-NLU-and-Rasa-Core;sudo-akatsuki/Chatbot-using-Rasa-NLU-and-Rasa-Core;https://github.com/sudo-akatsuki/Chatbot-using-Rasa-NLU-and-Rasa-Core;0;1;8031ca0924ac3f85b706b6274d99a6f4cb75e340;['domain.yml'];1;0;4;['inform', 'goodbye', 'satisfied', 'greet'];1;['location'];5;['action_weather', 'utter_ask_location', 'utter_goodbye', 'utter_greet', 'utter_satisfied'];1;['location'];0;0;['text'];0;[];;sfsd;['en'];['en'];['en'];True;True;True;2020-09-09T08:27:56Z;sudo-akatsuki;User;2020-09-09T09:40:04Z;['actions.py']
H8-Assignments-Bay/p2---final-project-group-003;H8-Assignments-Bay/p2---final-project-group-003;https://github.com/H8-Assignments-Bay/p2---final-project-group-003;0;0;2a62240b0b2be5edea2518b1dd91bf77c6151530;['domain.yml'];1;0;13;['invest', 'check_projects', 'withdrawal', 'inform', 'check_balance', 'affirm', 'deny', 'greet', 'goodbye', 'help', 'thankyou', 'bot_challenge', 'nlu_fallback'];2;['amount_of_money', 'PROJECT_CODE'];7;['action_invest', 'validate_invest_form', 'action_show_projects', 'action_project_chooser', 'action_withdrawal', 'validate_withdrawal_form', 'action_show_balance'];5;['PROJECT_CODE', 'PROJECT_LIST', 'amount_of_money', 'account_balance', 'currency'];3;1;['text', 'list', 'float', 'float', 'any'];2;['invest_form', 'withdrawal_form'];3.1;sfsd;['id'];['id'];['id'];False;False;False;2022-06-29T08:29:29Z;H8-Assignments-Bay;Organization;2022-07-06T17:51:26Z;['actions/actions.py']
Zaamine/eCommerce_Chatbot-Rasa_Python;Zaamine/eCommerce_Chatbot-Rasa_Python;https://github.com/Zaamine/eCommerce_Chatbot-Rasa_Python;5;7;83e6691dde7860ad5ae63f5867962343017aa77e;['domain.yml'];1;0;31;['justLoggedInWhileChatting', 'justLoggedIn', 'justLoggedOutWhileChatting', 'justLoggedOut', 'affirm', 'deny', 'express_gratitude', 'greet', 'goodbye', 'choice_additionalHelp', 'choice_noMoreHelp', 'choice_goodFeedback', 'choice_badFeedback', 'choice_otherFeedback', 'choice_inform_about_eCommerce', 'faq', 'choice_inform_about_product', 'choice_repeat_last_order', 'choice_change_account_info', 'choice_logIn', 'choice_createAnAccount', 'choice_changeUserFirstName', 'give_firstName', 'choice_changeUserEmailAdress', 'give_emailAdress', 'choice_suggest_product', 'choice_custom_request', 'bot_challenge', 'chitchat', 'out_of_scope', 'nlu_fallback'];3;['first_name', 'email_adress', 'language'];9;['action_checkIfUserIsLoggedIn', 'action_insertNewFeedback', 'validate_searchedProducts_form', 'action_selectProductInformation', 'action_updateUserFirstName', 'action_updateUserEmailAdress', 'action_insertNewProductSuggestion', 'action_insertNewMailForArequest', 'action_addNewCustomRequest'];10;['customRequestEmailAdress', 'customRequestId', 'customRequestText', 'otherFeedback', 'searchedProducts', 'suggestedProduct', 'userIsLoggedIn', 'userIsNotLoggedIn', 'userNewEmailAdress', 'userNewFirstName'];0;0;['text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text'];7;['otherFeedback_form', 'customRequestEmailAdress_form', 'customRequestText_form', 'productSuggestion_form', 'searchedProducts_form', 'userNewFirstName_form', 'userNewEmailAdress_form'];2.0;sfsd;['en'];['en'];['en'];True;True;True;2021-02-02T11:57:27Z;Zaamine;User;2021-02-11T17:51:58Z;['actions/actions.py']
subratasahu21/Chatbot-using-RASA-framework;subratasahu21/Chatbot-using-RASA-framework;https://github.com/subratasahu21/Chatbot-using-RASA-framework;0;0;419fda7560e58d0e8444343438f40d408fcbabce;['domain.yml'];1;0;35;['justLoggedInWhileChatting', 'justLoggedIn', 'justLoggedOutWhileChatting', 'justLoggedOut', 'affirm', 'deny', 'express_gratitude', 'greet', 'goodbye', 'choice_additionalHelp', 'choice_noMoreHelp', 'choice_goodFeedback', 'choice_badFeedback', 'choice_otherFeedback', 'choice_inform_about_eCommerce', 'faq', 'inform', 'filter_products_by_color_and_subcategory', 'choice_filter_products_by_color_and_subcategory', 'choice_show_subcategories', 'choice_inform_about_product', 'choice_repeat_last_order', 'choice_change_account_info', 'choice_logIn', 'choice_createAnAccount', 'choice_changeUserFirstName', 'give_firstName', 'choice_changeUserEmailAdress', 'give_emailAdress', 'choice_suggest_product', 'choice_custom_request', 'bot_challenge', 'chitchat', 'out_of_scope', 'nlu_fallback'];5;['first_name', 'email_adress', 'language', 'color', 'subcategory'];10;['action_insertNewFeedback', 'validate_searchedProducts_form', 'action_selectProductInformation', 'action_filter_products_by_color_and_subcategory', 'action_show_subcategories', 'action_updateUserFirstName', 'action_updateUserEmailAdress', 'action_insertNewProductSuggestion', 'action_insertNewMailForArequest', 'action_addNewCustomRequest'];12;['customRequestEmailAdress', 'customRequestId', 'customRequestText', 'otherFeedback', 'searchedProducts', 'suggestedProduct', 'userIsLoggedIn', 'userIsNotLoggedIn', 'userNewEmailAdress', 'userNewFirstName', 'color', 'subcategory'];3;9;['text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'text'];8;['otherFeedback_form', 'customRequestEmailAdress_form', 'customRequestText_form', 'productSuggestion_form', 'searchedProducts_form', 'userNewFirstName_form', 'userNewEmailAdress_form', 'filter_products_form'];3.1;sfsd;['en'];['en'];['en'];True;True;True;2024-06-24T06:31:28Z;subratasahu21;User;2024-07-17T06:49:02Z;['actions/actions.py']
deepset-ai/rasa-haystack;deepset-ai/rasa-haystack;https://github.com/deepset-ai/rasa-haystack;46;15;362c7624b88d5b3235609a567f0fe9a24ce4e0b4;['domain.yml'];1;0;9;['knowledge_question', 'greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'nlu_fallback'];0;[];1;['call_haystack'];0;[];0;0;[];0;[];2.0;sfsd;['en'];['en'];['en'];True;True;True;2021-09-07T08:24:10Z;deepset-ai;Organization;2021-09-09T12:47:18Z;['actions/actions.py']
