id;full-name;html-url;stars;forks;last-commit;domain-file;n-nlu-files;n-actions-files;n-language-files;n-readme-files;n-intents;intents;n-entities;entities;n-actions;actions;n-actions-custom;actions-custom;n-slots;slots;n-slots-from-entity;n-slots-from-text;slots-type;n-forms;forms;version
MohammadJRanjbar/Natural-Language-Processing-course__HW6/Q1/LaBSE_100e_1.2;MohammadJRanjbar/Natural-Language-Processing-course;https://github.com/MohammadJRanjbar/Natural-Language-Processing-course;0;0;52a368475d97f006eebfe7e965d1157e56461124;HW6/Q1/LaBSE_100e_1.2/domain.yml;1;0;1;1;3;['faq', 'welcome', 'bye'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
MohammadJRanjbar/Natural-Language-Processing-course__HW6/Q1/LaBSE_200e_1.2;MohammadJRanjbar/Natural-Language-Processing-course;https://github.com/MohammadJRanjbar/Natural-Language-Processing-course;0;0;52a368475d97f006eebfe7e965d1157e56461124;HW6/Q1/LaBSE_200e_1.2/domain.yml;1;0;1;1;3;['faq', 'welcome', 'bye'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
MohammadJRanjbar/Natural-Language-Processing-course__HW6/Q1/ParsBert_50e_1.2;MohammadJRanjbar/Natural-Language-Processing-course;https://github.com/MohammadJRanjbar/Natural-Language-Processing-course;0;0;52a368475d97f006eebfe7e965d1157e56461124;HW6/Q1/ParsBert_50e_1.2/domain.yml;1;0;1;1;3;['faq', 'welcome', 'bye'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
MohammadJRanjbar/Natural-Language-Processing-course__HW6/Q1/ParsBert_200e_1.2;MohammadJRanjbar/Natural-Language-Processing-course;https://github.com/MohammadJRanjbar/Natural-Language-Processing-course;0;0;52a368475d97f006eebfe7e965d1157e56461124;HW6/Q1/ParsBert_200e_1.2/domain.yml;1;0;1;1;3;['faq', 'welcome', 'bye'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
MohammadJRanjbar/Natural-Language-Processing-course__HW6/Q1/ParsBert_100e_1.2;MohammadJRanjbar/Natural-Language-Processing-course;https://github.com/MohammadJRanjbar/Natural-Language-Processing-course;0;0;52a368475d97f006eebfe7e965d1157e56461124;HW6/Q1/ParsBert_100e_1.2/domain.yml;1;0;1;1;3;['faq', 'welcome', 'bye'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
MohammadJRanjbar/Natural-Language-Processing-course__HW6/Q1/LaBSE_100e_1.1;MohammadJRanjbar/Natural-Language-Processing-course;https://github.com/MohammadJRanjbar/Natural-Language-Processing-course;0;0;52a368475d97f006eebfe7e965d1157e56461124;HW6/Q1/LaBSE_100e_1.1/domain.yml;1;0;1;1;50;['faq_1', 'faq_2', 'faq_3', 'faq_4', 'faq_5', 'faq_6', 'faq_7', 'faq_8', 'faq_9', 'faq_10', 'faq_11', 'faq_12', 'faq_13', 'faq_14', 'faq_15', 'faq_16', 'faq_17', 'faq_18', 'faq_19', 'faq_20', 'faq_21', 'faq_22', 'faq_23', 'faq_24', 'faq_25', 'faq_26', 'faq_27', 'faq_28', 'faq_29', 'faq_30', 'faq_31', 'faq_32', 'faq_33', 'faq_34', 'faq_35', 'faq_36', 'faq_37', 'faq_38', 'faq_39', 'faq_40', 'faq_41', 'faq_42', 'faq_43', 'faq_44', 'faq_45', 'faq_46', 'faq_47', 'faq_48', 'faq_49', 'faq_50'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
MohammadJRanjbar/Natural-Language-Processing-course__HW6/Q1/LaBSE_200e_1.1;MohammadJRanjbar/Natural-Language-Processing-course;https://github.com/MohammadJRanjbar/Natural-Language-Processing-course;0;0;52a368475d97f006eebfe7e965d1157e56461124;HW6/Q1/LaBSE_200e_1.1/domain.yml;1;0;1;1;50;['faq_1', 'faq_2', 'faq_3', 'faq_4', 'faq_5', 'faq_6', 'faq_7', 'faq_8', 'faq_9', 'faq_10', 'faq_11', 'faq_12', 'faq_13', 'faq_14', 'faq_15', 'faq_16', 'faq_17', 'faq_18', 'faq_19', 'faq_20', 'faq_21', 'faq_22', 'faq_23', 'faq_24', 'faq_25', 'faq_26', 'faq_27', 'faq_28', 'faq_29', 'faq_30', 'faq_31', 'faq_32', 'faq_33', 'faq_34', 'faq_35', 'faq_36', 'faq_37', 'faq_38', 'faq_39', 'faq_40', 'faq_41', 'faq_42', 'faq_43', 'faq_44', 'faq_45', 'faq_46', 'faq_47', 'faq_48', 'faq_49', 'faq_50'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
MohammadJRanjbar/Natural-Language-Processing-course__HW6/Q1/ParsBert_50e_1.1;MohammadJRanjbar/Natural-Language-Processing-course;https://github.com/MohammadJRanjbar/Natural-Language-Processing-course;0;0;52a368475d97f006eebfe7e965d1157e56461124;HW6/Q1/ParsBert_50e_1.1/domain.yml;1;0;1;1;50;['faq_1', 'faq_2', 'faq_3', 'faq_4', 'faq_5', 'faq_6', 'faq_7', 'faq_8', 'faq_9', 'faq_10', 'faq_11', 'faq_12', 'faq_13', 'faq_14', 'faq_15', 'faq_16', 'faq_17', 'faq_18', 'faq_19', 'faq_20', 'faq_21', 'faq_22', 'faq_23', 'faq_24', 'faq_25', 'faq_26', 'faq_27', 'faq_28', 'faq_29', 'faq_30', 'faq_31', 'faq_32', 'faq_33', 'faq_34', 'faq_35', 'faq_36', 'faq_37', 'faq_38', 'faq_39', 'faq_40', 'faq_41', 'faq_42', 'faq_43', 'faq_44', 'faq_45', 'faq_46', 'faq_47', 'faq_48', 'faq_49', 'faq_50'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
MohammadJRanjbar/Natural-Language-Processing-course__HW6/Q1/ParsBert_100e_1.1;MohammadJRanjbar/Natural-Language-Processing-course;https://github.com/MohammadJRanjbar/Natural-Language-Processing-course;0;0;52a368475d97f006eebfe7e965d1157e56461124;HW6/Q1/ParsBert_100e_1.1/domain.yml;1;0;1;1;50;['faq_1', 'faq_2', 'faq_3', 'faq_4', 'faq_5', 'faq_6', 'faq_7', 'faq_8', 'faq_9', 'faq_10', 'faq_11', 'faq_12', 'faq_13', 'faq_14', 'faq_15', 'faq_16', 'faq_17', 'faq_18', 'faq_19', 'faq_20', 'faq_21', 'faq_22', 'faq_23', 'faq_24', 'faq_25', 'faq_26', 'faq_27', 'faq_28', 'faq_29', 'faq_30', 'faq_31', 'faq_32', 'faq_33', 'faq_34', 'faq_35', 'faq_36', 'faq_37', 'faq_38', 'faq_39', 'faq_40', 'faq_41', 'faq_42', 'faq_43', 'faq_44', 'faq_45', 'faq_46', 'faq_47', 'faq_48', 'faq_49', 'faq_50'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
MohammadJRanjbar/Natural-Language-Processing-course__HW6/Q1/ParsBert_200e_1.1;MohammadJRanjbar/Natural-Language-Processing-course;https://github.com/MohammadJRanjbar/Natural-Language-Processing-course;0;0;52a368475d97f006eebfe7e965d1157e56461124;HW6/Q1/ParsBert_200e_1.1/domain.yml;1;0;1;1;50;['faq_1', 'faq_2', 'faq_3', 'faq_4', 'faq_5', 'faq_6', 'faq_7', 'faq_8', 'faq_9', 'faq_10', 'faq_11', 'faq_12', 'faq_13', 'faq_14', 'faq_15', 'faq_16', 'faq_17', 'faq_18', 'faq_19', 'faq_20', 'faq_21', 'faq_22', 'faq_23', 'faq_24', 'faq_25', 'faq_26', 'faq_27', 'faq_28', 'faq_29', 'faq_30', 'faq_31', 'faq_32', 'faq_33', 'faq_34', 'faq_35', 'faq_36', 'faq_37', 'faq_38', 'faq_39', 'faq_40', 'faq_41', 'faq_42', 'faq_43', 'faq_44', 'faq_45', 'faq_46', 'faq_47', 'faq_48', 'faq_49', 'faq_50'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
YashaswiniJawalkar/Conversational_AI--Healthcare-VoiceBot__.;YashaswiniJawalkar/Conversational_AI--Healthcare-VoiceBot;https://github.com/YashaswiniJawalkar/Conversational_AI--Healthcare-VoiceBot;6;1;763a16194a3686dda81fc9bef60b7675548722f4;domain.yml;1;1;1;1;55;['greet', 'goodbye', 'affirm', 'deny', 'session_start', 'mood_great', 'mood_unhappy', 'bot_challenge', 'small-duration', 'long-duration', 'age-below-18', 'age-above-18', 'want_to_ask_question', 'describe_symptoms', 'info_on_drugs', 'out_of_scope', 'problem_headache', 'problem_headache_tension', 'problem_cough', 'problem_nasal-blockage', 'problem_common-cold', 'problem_conjunctivits', 'problem_gerd', 'problem_diabetes', 'problem_allergy-rhinitis', 'problem_fungal-infection', 'problem_chickenpox', 'problem_typhoid', 'problem_psoriasis', 'problem_obesity', 'problem_insomnia', 'problem_psychosis', 'problem_depression', 'problem_pneumonia', 'problem_bronchial-asthma', 'problem_corona-virus', 'problem_low-blood-pressure', 'problem_high-blood-pressure', 'problem_ringworm', 'problem_toothache', 'problem_migraine', 'problem_arthritis', 'problem_period-cramps', 'problem_vit-d-deficiency', 'problem_anaemia', 'problem_weakness', 'problem_eye-problem', 'problem_ear-pain', 'problem_night-blindness', 'problem_mild-heart-disease', 'problem_drug-info', 'symptom-yes', 'symptom-no', 'shoulder_pain', 'more'];1;['drug_name'];0;[];0;[];1;['drug_name'];1;0;['text'];0;[];3.1
YashaswiniJawalkar/Conversational_AI--Healthcare-VoiceBot__models/core;YashaswiniJawalkar/Conversational_AI--Healthcare-VoiceBot;https://github.com/YashaswiniJawalkar/Conversational_AI--Healthcare-VoiceBot;6;1;763a16194a3686dda81fc9bef60b7675548722f4;models/core/domain.yml;0;0;0;1;41;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'small-duration', 'long-duration', 'age-below-18', 'age-above-18', 'problem_common-cold', 'problem_conjunctivits', 'problem_gerd', 'problem_diabetes', 'problem_allergy-rhinitis', 'problem_fungal-infection', 'problem_chickenpox', 'problem_typhoid', 'problem_psoriasis', 'problem_obesity', 'problem_insomnia', 'problem_psychosis', 'problem_depression', 'problem_pneumonia', 'problem_bronchial-asthma', 'problem_corona-virus', 'problem_low-blood-pressure', 'problem_high-blood-pressure', 'problem_ringworm', 'problem_toothache', 'problem_migraine', 'problem_arthritis', 'problem_period-cramps', 'problem_vit-d-deficiency', 'problem_anaemia', 'problem_weakness', 'problem_eye-problem', 'problem_ear-pain', 'problem_night-blindness', 'problem_mild-heart-disease'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
YashaswiniJawalkar/Conversational_AI--Healthcare-VoiceBot__models/20211114-104207/core;YashaswiniJawalkar/Conversational_AI--Healthcare-VoiceBot;https://github.com/YashaswiniJawalkar/Conversational_AI--Healthcare-VoiceBot;6;1;763a16194a3686dda81fc9bef60b7675548722f4;models/20211114-104207/core/domain.yml;0;0;0;1;41;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'small-duration', 'long-duration', 'age-below-18', 'age-above-18', 'problem_common-cold', 'problem_conjunctivits', 'problem_gerd', 'problem_diabetes', 'problem_allergy-rhinitis', 'problem_fungal-infection', 'problem_chickenpox', 'problem_typhoid', 'problem_psoriasis', 'problem_obesity', 'problem_insomnia', 'problem_psychosis', 'problem_depression', 'problem_pneumonia', 'problem_bronchial-asthma', 'problem_corona-virus', 'problem_low-blood-pressure', 'problem_high-blood-pressure', 'problem_ringworm', 'problem_toothache', 'problem_migraine', 'problem_arthritis', 'problem_period-cramps', 'problem_vit-d-deficiency', 'problem_anaemia', 'problem_weakness', 'problem_eye-problem', 'problem_ear-pain', 'problem_night-blindness', 'problem_mild-heart-disease'];0;[];0;[];0;[];0;[];0;0;[];0;[];2.0
axelz95/Chatbots__Human_Like_Chatbot;axelz95/Chatbots;https://github.com/axelz95/Chatbots;0;0;bfa551f4042b0b6a5af60f58afe78bd6b41c865d;Human_Like_Chatbot/domain.yml;1;0;1;1;16;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'ask_name', 'ask_human', 'ask_visa', 'ask_exam_results', 'ask_pdt', 'ask_for_real_person', 'ask_financial_difficulties', 'ask_how_to_return_booksandlaptop', 'ask_for_extension'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
axelz95/Chatbots__Computer_Like_Chatbot;axelz95/Chatbots;https://github.com/axelz95/Chatbots;0;0;bfa551f4042b0b6a5af60f58afe78bd6b41c865d;Computer_Like_Chatbot/domain.yml;1;0;1;1;16;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'ask_name', 'ask_human', 'ask_visa', 'ask_exam_results', 'ask_pdt', 'ask_for_real_person', 'ask_financial_difficulties', 'ask_how_to_return_booksandlaptop', 'ask_for_extension'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
Polaris000/BlogCode__RasaChatbot;Polaris000/BlogCode;https://github.com/Polaris000/BlogCode;30;27;a7d43f75ece3b50a1de2f7422697dda046054c81;RasaChatbot/domain.yml;1;0;1;2;2;['greet', 'supply_contact_info'];2;['name', 'email'];0;[];0;[];2;['name', 'email'];0;0;['rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot'];0;[];2.0
Polaris000/BlogCode__RasaChatbot_v2;Polaris000/BlogCode;https://github.com/Polaris000/BlogCode;30;27;a7d43f75ece3b50a1de2f7422697dda046054c81;RasaChatbot_v2/domain.yml;1;1;1;2;4;['greet', 'supply_contact_info', 'deny', 'goodbye'];2;['name', 'email'];1;['action_handle_provided_info'];1;['action_handle_provided_info'];2;['name', 'email'];0;0;['rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot'];0;[];2.0
Polaris000/BlogCode__FallbackExample;Polaris000/BlogCode;https://github.com/Polaris000/BlogCode;30;27;a7d43f75ece3b50a1de2f7422697dda046054c81;FallbackExample/domain.yml;1;1;1;2;4;['greet', 'supply_contact_info', 'deny', 'goodbye'];2;['name', 'email'];3;['action_handle_provided_info', 'action_default_fallback', 'action_default_ask_affirmation'];3;['action_handle_provided_info', 'action_default_fallback', 'action_default_ask_affirmation'];2;['name', 'email'];0;0;['rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot'];0;[];2.0
Polaris000/BlogCode__CustomIntentClassifier;Polaris000/BlogCode;https://github.com/Polaris000/BlogCode;30;27;a7d43f75ece3b50a1de2f7422697dda046054c81;CustomIntentClassifier/domain.yml;1;1;1;2;6;['greet', 'supply_contact_info', 'deny', 'goodbye', 'out_of_scope', 'nlu_fallback'];2;['name', 'email'];3;['action_handle_provided_info', 'action_default_fallback', 'action_default_ask_affirmation'];3;['action_handle_provided_info', 'action_default_fallback', 'action_default_ask_affirmation'];2;['name', 'email'];0;0;['rasa.shared.core.slots.TextSlot', 'rasa.shared.core.slots.TextSlot'];0;[];2.0
Sakshiagni/Kannada-NLU-Rasa-Chatbot__rasainit2;Sakshiagni/Kannada-NLU-Rasa-Chatbot;https://github.com/Sakshiagni/Kannada-NLU-Rasa-Chatbot;0;0;6a6ac39dc4739867e5dee2fe23dd7fee2274e735;rasainit2/domain.yml;1;1;1;1;5;['greet', 'goodbye', 'thanks', 'help', 'query'];0;[];2;['action_query_handler', '...'];1;['action_query_handler'];0;[];0;0;[];0;[];3.1
Sakshiagni/Kannada-NLU-Rasa-Chatbot__rasainit4;Sakshiagni/Kannada-NLU-Rasa-Chatbot;https://github.com/Sakshiagni/Kannada-NLU-Rasa-Chatbot;0;0;6a6ac39dc4739867e5dee2fe23dd7fee2274e735;rasainit4/domain.yml;1;1;1;1;5;['greet', 'goodbye', 'thanks', 'help', 'query'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
Sakshiagni/Kannada-NLU-Rasa-Chatbot__rasainit;Sakshiagni/Kannada-NLU-Rasa-Chatbot;https://github.com/Sakshiagni/Kannada-NLU-Rasa-Chatbot;0;0;6a6ac39dc4739867e5dee2fe23dd7fee2274e735;rasainit/domain.yml;1;1;1;1;14;['user_ask_help', 'user_ask_warranty', 'user_ask_repair', 'user_ask_troubleshooting', 'user_ask_device_compatibility', 'user_ask_software_updates', 'user_ask_product_features', 'user_ask_accessories', 'user_provide_positive_feedback', 'user_provide_negative_feedback', 'bye', 'hello_from_samsung_bot', 'okay_from_samsung_bot', 'user_fallback'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
Sakshiagni/Kannada-NLU-Rasa-Chatbot__rasainit3;Sakshiagni/Kannada-NLU-Rasa-Chatbot;https://github.com/Sakshiagni/Kannada-NLU-Rasa-Chatbot;0;0;6a6ac39dc4739867e5dee2fe23dd7fee2274e735;rasainit3/domain.yml;1;1;1;1;14;['user_ask_help', 'user_ask_warranty', 'user_ask_repair', 'user_ask_troubleshooting', 'user_ask_device_compatibility', 'user_ask_software_updates', 'user_ask_product_features', 'user_ask_accessories', 'user_provide_positive_feedback', 'user_provide_negative_feedback', 'bye', 'hello_from_samsung_bot', 'okay_from_samsung_bot', 'user_fallback'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
AnanyaBangalore/Kannada-NLU-Rasa-Chatbot__rasainit2;AnanyaBangalore/Kannada-NLU-Rasa-Chatbot;https://github.com/AnanyaBangalore/Kannada-NLU-Rasa-Chatbot;0;0;b37f3a9eb5719b63df227ccf1c049490574b58ad;rasainit2/domain.yml;1;1;1;1;5;['greet', 'goodbye', 'thanks', 'help', 'query'];0;[];2;['action_query_handler', '...'];1;['action_query_handler'];0;[];0;0;[];0;[];3.1
AnanyaBangalore/Kannada-NLU-Rasa-Chatbot__rasainit4;AnanyaBangalore/Kannada-NLU-Rasa-Chatbot;https://github.com/AnanyaBangalore/Kannada-NLU-Rasa-Chatbot;0;0;b37f3a9eb5719b63df227ccf1c049490574b58ad;rasainit4/domain.yml;1;1;1;1;5;['greet', 'goodbye', 'thanks', 'help', 'query'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
AnanyaBangalore/Kannada-NLU-Rasa-Chatbot__rasainit;AnanyaBangalore/Kannada-NLU-Rasa-Chatbot;https://github.com/AnanyaBangalore/Kannada-NLU-Rasa-Chatbot;0;0;b37f3a9eb5719b63df227ccf1c049490574b58ad;rasainit/domain.yml;1;1;1;1;14;['user_ask_help', 'user_ask_warranty', 'user_ask_repair', 'user_ask_troubleshooting', 'user_ask_device_compatibility', 'user_ask_software_updates', 'user_ask_product_features', 'user_ask_accessories', 'user_provide_positive_feedback', 'user_provide_negative_feedback', 'bye', 'hello_from_samsung_bot', 'okay_from_samsung_bot', 'user_fallback'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
AnanyaBangalore/Kannada-NLU-Rasa-Chatbot__rasainit3;AnanyaBangalore/Kannada-NLU-Rasa-Chatbot;https://github.com/AnanyaBangalore/Kannada-NLU-Rasa-Chatbot;0;0;b37f3a9eb5719b63df227ccf1c049490574b58ad;rasainit3/domain.yml;1;1;1;1;14;['user_ask_help', 'user_ask_warranty', 'user_ask_repair', 'user_ask_troubleshooting', 'user_ask_device_compatibility', 'user_ask_software_updates', 'user_ask_product_features', 'user_ask_accessories', 'user_provide_positive_feedback', 'user_provide_negative_feedback', 'bye', 'hello_from_samsung_bot', 'okay_from_samsung_bot', 'user_fallback'];0;[];0;[];0;[];0;[];0;0;[];0;[];3.1
declany18/-AI-Chatbot-with-Python-and-Rasa-Framework__.;declany18/-AI-Chatbot-with-Python-and-Rasa-Framework;https://github.com/declany18/-AI-Chatbot-with-Python-and-Rasa-Framework;0;0;b5050267c9865d21d1e4eda569ffa1cd72d1b9df;domain.yml;1;1;1;0;6;['greet', 'inform', 'goodbye', 'affirm', 'deny', 'bot_challenge'];1;['choice'];1;['action_play_rps'];1;['action_play_rps'];1;['choice'];1;0;['categorical'];0;[];3.1
declany18/-AI-Chatbot-with-Python-and-Rasa-Framework__Chatbot_project;declany18/-AI-Chatbot-with-Python-and-Rasa-Framework;https://github.com/declany18/-AI-Chatbot-with-Python-and-Rasa-Framework;0;0;b5050267c9865d21d1e4eda569ffa1cd72d1b9df;Chatbot_project/domain.yml;1;1;1;0;6;['greet', 'inform', 'goodbye', 'affirm', 'deny', 'bot_challenge'];1;['choice'];1;['action_play_rps'];1;['action_play_rps'];1;['choice'];1;0;['categorical'];0;[];3.0
cwleungar/chat_agent__UI/UI-example;cwleungar/chat_agent;https://github.com/cwleungar/chat_agent;1;0;b30f97fda20efef3cb67d7c9b9335543d8b5d07a;UI/UI-example/domain.yml;1;0;1;1;7;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge'];0;[];0;[];0;[];0;[];0;0;[];0;[];2.0
cwleungar/chat_agent__chatbot/Immigration-chatbot;cwleungar/chat_agent;https://github.com/cwleungar/chat_agent;1;0;b30f97fda20efef3cb67d7c9b9335543d8b5d07a;chatbot/Immigration-chatbot/domain.yml;1;1;1;0;25;['greet', 'goodbye', 'affirm', 'deny', 'mood_unhappy', 'mood_great', 'mood_unmotivated', 'bot_challenge', 'check_food', 'asking_should_i_eat', 'asking_nutrition_cumulated', 'asking_recommend_exercise', 'asking_recommend_meal', 'tell_info', 'ask_name', 'ask_weight', 'ask_height', 'give_name', 'give_age', 'give_weight', 'give_height', 'inquire_bmi', 'i_play_sport', 'ask_for_activitylevel', 'asking_should_i_exercise'];13;['name', 'age', 'food', 'bmi', 'weight', 'height', 'sport', 'activitylevel', 'duration', 'nutrition_requested', 'exercise_type', 'muscle_gp', 'difficulty'];15;['action_receive_weight', 'action_receive_height', 'action_say_name', 'utter_greet', 'action_say_weight', 'action_say_height', 'action_say_bmi', 'action_calculate_bmi', 'action_check_food', 'action_analyis_sport', 'action_activitylevel', 'action_report_nutrition', 'action_report_exercise', 'action_fallback', 'action_suggest_healthy_meal'];14;['action_receive_weight', 'action_receive_height', 'action_say_name', 'action_say_weight', 'action_say_height', 'action_say_bmi', 'action_calculate_bmi', 'action_check_food', 'action_analyis_sport', 'action_activitylevel', 'action_report_nutrition', 'action_report_exercise', 'action_fallback', 'action_suggest_healthy_meal'];19;['name', 'age', 'weight', 'height', 'bmi', 'nutrition_requested', 'calories_cumulated', 'sugar_cumulated', 'protein_cumulated', 'fat_cumulated', 'saturated_fat_cumulated', 'sodium_cumulated', 'cholesterol_cumulated', 'total_carbohydrate_cumulated', 'dietary_fiber_cumulated', 'potassium_cumuulated', 'activitylevel', 'sport', 'duration'];6;0;['text', 'text', 'float', 'float', 'float', 'text', 'float', 'float', 'float', 'float', 'float', 'float', 'float', 'float', 'float', 'float', 'float', 'text', 'float'];1;['info_form'];3.1
saishashank85/chatbot_challengers__domain;saishashank85/chatbot_challengers;https://github.com/saishashank85/chatbot_challengers;0;1;b2ffe0413fd3622530779bedd103cca97ccbb1d6;domain/intents.yml;0;0;0;1;88;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'branch_info', 'account_opening', 'login issues', 'credit card', 'transaction queries', 'reg_DG', 'Biometrics', 'activate_debit', 'upi_query', 'FD', 'RD', 'PL apply', 'add_fund', 'close_account', 'new_debit_card', 'transfer_fail', 'loan_offered', 'home_loan_about', 'block card', 'check_sa_balance', 'fraud_dispute', 'investment_options', 'lang_supported', 'car_loan_application', 'car_loan_collateral', 'car_loan_eligibility', 'car_loan_finance', 'car_loan_interest', 'car_loan_repayment', 'education_loan_application', 'education_loan_eligibility', 'education_loan_interest', 'education_loan_repayment', 'education_loan_security', 'education_loan_tenure', 'home_loan_application', 'home_loan_eligibility', 'home_loan_interest', 'home_loan_repayment', 'home_loan_security', 'home_loan_tenure', 'loan_application', 'loan_emi', 'loan_interest', 'loan_repayment', 'loan_security', 'personal_loan_collateral', 'personal_loan_application', 'personal_loan_interest', 'personal_loan_repayment', 'process_time', 'rate query', 'main menu', 'IFSC Code', 'NEFT/RTGS_Charges', 'NEFT/RTGS_Dispute', 'NEFT/RTGS_Information', 'NEFT/RTGS_Information_Transfer_Limit', 'NEFT/RTGS_Transaction_Issue', 'NEFT/RTGS_about', 'NEFT/RTGS_fast', 'NEFT/RTGS_transfer', 'mob_change', 'upi_refund', 'vpa_money_recv', 'fixed_deposit_apply', 'fixed_deposit_calculator', 'fixed_deposit_collateral', 'fixed_deposit_enquiry', 'fixed_deposit_interest', 'fixed_deposit_remove', 'fixed_deposit_tds', 'fixed_deposit_tenure', 'recurring_deposit_apply', 'recurring_deposit_enquiry', 'recurring_deposit_installment', 'recurring_deposit_interest', 'recurring_deposit_withdraw', 'recurring_deposit_tenure', 'NEFT', 'asking_details_of_bot'];0;[];0;[];0;[];0;[];0;0;[];0;[];2.0
saishashank85/chatbot_challengers__.;saishashank85/chatbot_challengers;https://github.com/saishashank85/chatbot_challengers;0;1;b2ffe0413fd3622530779bedd103cca97ccbb1d6;domain.yml;1;0;3;6;88;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'branch_info', 'account_opening', 'login issues', 'credit card', 'transaction queries', 'reg_DG', 'Biometrics', 'activate_debit', 'upi_query', 'FD', 'RD', 'PL apply', 'add_fund', 'close_account', 'new_debit_card', 'transfer_fail', 'loan_offered', 'home_loan_about', 'block card', 'check_sa_balance', 'fraud_dispute', 'investment_options', 'lang_supported', 'car_loan_application', 'car_loan_collateral', 'car_loan_eligibility', 'car_loan_finance', 'car_loan_interest', 'car_loan_repayment', 'education_loan_application', 'education_loan_eligibility', 'education_loan_interest', 'education_loan_repayment', 'education_loan_security', 'education_loan_tenure', 'home_loan_application', 'home_loan_eligibility', 'home_loan_interest', 'home_loan_repayment', 'home_loan_security', 'home_loan_tenure', 'loan_application', 'loan_emi', 'loan_interest', 'loan_repayment', 'loan_security', 'personal_loan_collateral', 'personal_loan_application', 'personal_loan_interest', 'personal_loan_repayment', 'process_time', 'rate query', 'main menu', 'IFSC Code', 'NEFT/RTGS_Charges', 'NEFT/RTGS_Dispute', 'NEFT/RTGS_Information', 'NEFT/RTGS_Information_Transfer_Limit', 'NEFT/RTGS_Transaction_Issue', 'NEFT/RTGS_about', 'NEFT/RTGS_fast', 'NEFT/RTGS_transfer', 'mob_change', 'upi_refund', 'vpa_money_recv', 'fixed_deposit_apply', 'fixed_deposit_calculator', 'fixed_deposit_collateral', 'fixed_deposit_enquiry', 'fixed_deposit_interest', 'fixed_deposit_remove', 'fixed_deposit_tds', 'fixed_deposit_tenure', 'recurring_deposit_apply', 'recurring_deposit_enquiry', 'recurring_deposit_installment', 'recurring_deposit_interest', 'recurring_deposit_withdraw', 'recurring_deposit_tenure', 'NEFT', 'asking_details_of_bot'];15;['address', 'app', 'account_type', 'Bank', 'product', 'loan_type', 'card_type', 'ID', 'amount', 'currency', 'amount_range', 'date', 'language', 'phone_number', 'time'];0;[];0;[];0;[];0;0;[];0;[];2.0
