id;full-name;html-url;stars;forks;owner-name;owner-type;created-at;last-commit;last-commit-date;domain-files;type;n-intents;intents;n-entities;entities;n-actions;actions;n-actions-custom;actions-custom;n-slots;slots;n-slots-from-entity;n-slots-from-text;slots-type;n-forms;forms;version;config-languages;training-language;response-languages;languages;pure-english;n-actions-files;n-readme-files;readme-files;actions-files
james94/Colon-Cancer-Consultation;james94/Colon-Cancer-Consultation;https://github.com/james94/Colon-Cancer-Consultation;1;0;james94;User;2022-04-18T01:33:45Z;23479f21bf478a2133bf28b47ee144eeb625e4b2;2022-05-13T22:15:06Z;['rasa_apps/colon_cancer_va/domain.yml'];sfsd;15;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'greet_cc', 'what_is_cc', 'whose_cc_affect', 'how_cc_develop', 'what_cc_symptoms', 'what_cc_riskfactors', 'request_cc_riskfactors_form', 'request_cc_symptoms_form'];0;[];4;['action_joke', 'action_symptoms', 'action_riskfactors', 'action_submit_symptoms_form'];4;['action_joke', 'action_symptoms', 'action_riskfactors', 'action_submit_symptoms_form'];11;['patient_id', 'patient_name', 'patient_timestamp', 'patient_bowel_habit_changes', 'patient_weakness', 'patient_fatigue', 'patient_rectal_bleeding', 'patient_poop_blood', 'patient_abdominal_discomfort', 'patient_bowel_not_empty_feeling', 'patient_unexplained_weightloss'];0;11;['text', 'text', 'text', 'text', 'bool', 'bool', 'bool', 'bool', 'text', 'bool', 'bool'];1;['symptoms_form'];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['rasa_apps/colon_cancer_va/actions/actions.py']
jebomin/RASA_music_chatbot;jebomin/RASA_music_chatbot;https://github.com/jebomin/RASA_music_chatbot;1;0;jebomin;User;2023-12-08T22:58:53Z;4d56dc234076fcea789fa762d66608fcb9fe403e;2023-12-13T01:32:17Z;['domain.yml'];sfsd;16;['greet', 'specify_genre', 'specify_artist', 'specify_lyric', 'specify_feeling', 'bot_challenge', 'share_music', 'provide_genre', 'provide_artist', 'provide_title', 'provide_lyric', 'provide_feeling', 'ask_tmi', 'prove_human', 'swear', 'goodbye'];5;['genre', 'artist', 'lyric', 'feeling', 'title'];16;['utter_greet', 'action_recommend_music_by_genre', 'action_recommend_music_by_artist', 'action_recommend_music_by_lyric', 'action_recommend_music_by_feeling', 'utter_bot_challenge', 'utter_ask_genre', 'utter_ask_artitst', 'utter_ask_title', 'utter_ask_lyric', 'utter_ask_feeling', 'action_save_music', 'utter_ask_tmi', 'utter_prove_human', 'utter_swear', 'utter_goodbye'];5;['action_recommend_music_by_genre', 'action_recommend_music_by_artist', 'action_recommend_music_by_lyric', 'action_recommend_music_by_feeling', 'action_save_music'];5;['genre', 'artist', 'lyric', 'feeling', 'title'];5;0;['text', 'text', 'text', 'text', 'text'];0;[];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['actions/actions.py']
joegaspari/Team24-COSC310;joegaspari/Team24-COSC310;https://github.com/joegaspari/Team24-COSC310;1;1;joegaspari;User;2022-02-10T19:08:21Z;bc8c69d3808caa25114f0d70131078679cb9656e;2022-04-04T23:34:59Z;['rasa2/domain.yml'];sfsd;23;['greet', 'mood_great', 'mood_bad', 'goodbye', 'thanks', 'deny', 'affirm', 'weather', 'weather_for_loc', 'city_info', 'bot_name', 'name', 'what_canU_do', 'hotel_book', 'hotel_local', 'check_in', 'number_Adults', 'number_rooms', 'check_out', 'flight_book', 'round_trip', 'one_way', 'out_of_scope'];5;['weather_loc', 'date', 'name', 'hotel_location', 'number'];29;['utter_howdy', 'utter_ask_weather_location', 'utter_welcome', 'utter_goodbye', 'action_get_weather', 'utter_greet_reply', 'utter_howru', 'utter_howruB', 'utter_name', 'utter_ask_name', 'utter_nice_2meet', 'utter_functionality', 'utter_ask_hotel_local', 'utter_ask_check_in', 'utter_ask_number_Adults', 'utter_ask_number_rooms', 'utter_ask_check_out', 'utter_out_of_scope', 'utter_ask_continue', 'action_hotelForm', 'utter_flight_return', 'utter_ask_departureC', 'utter_ask_arrivalC', 'utter_ask_departure_date', 'utter_ask_return_date', 'action_flight_form1', 'action_flight_form2', 'action_slot_reset', 'action_chat_restart'];6;['action_get_weather', 'action_hotelForm', 'action_flight_form1', 'action_flight_form2', 'action_slot_reset', 'action_chat_restart'];11;['weather_location', 'name_set', 'hotel_local', 'check_in', 'number_Adults', 'number_rooms', 'check_out', 'departureC', 'arrivalC', 'departure_date', 'return_date'];11;0;['text', 'text', 'text', 'any', 'any', 'any', 'any', 'text', 'text', 'any', 'any'];3;['hotel_form', 'flight_form1', 'flight_form2'];3.0;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['rasa2/actions/actions.py']
jschloemer/astri-the-chatbot__.;jschloemer/astri-the-chatbot;https://github.com/jschloemer/astri-the-chatbot;2;0;jschloemer;User;2022-12-26T15:39:46Z;c354bffe014b674ac85a81e468c815962502ad3d;2023-02-20T04:57:11Z;['domain.yml'];mfsd;11;['affirm', 'chitchat', 'deny', 'describe', 'describe_inform', 'gen_sat_faq', 'help', 'nlu_fallback', 'out_of_scope', 'search', 'search_inform'];4;['part', 'query', 'prompt', 'project'];10;['action_lookup_part', 'action_perform_search', 'action_reset_all_slots', 'action_reset_part_slot', 'action_reset_prompt_slot', 'action_reset_search_slot', 'action_send_ai_gen', 'utter_chitchat', 'utter_part_ask', 'utter_search_ask'];7;['action_lookup_part', 'action_perform_search', 'action_reset_all_slots', 'action_reset_part_slot', 'action_reset_prompt_slot', 'action_reset_search_slot', 'action_send_ai_gen'];4;['query', 'project', 'part', 'prompt'];4;0;['text', 'text', 'text', 'text'];0;[];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['actions/actions.py']
kakhi1/Book-Bot;kakhi1/Book-Bot;https://github.com/kakhi1/Book-Bot;1;0;kakhi1;User;2023-08-25T21:40:15Z;271197a4460607b96959304ec3aec865ba01e8a2;2023-09-28T10:01:26Z;['server/domain.yml'];sfsd;15;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'who_creator', 'get_book_price', 'get_book_info', 'ask_buy_book', 'get_author_books', 'get_link', 'get_recommendation', 'end_conv'];3;['book_name', 'author_name', 'recommendation'];6;['action_get_book_price', 'action_get_book_info', 'action_find_Books_by_author', 'action_get_book_link', 'action_get_book_recommendation', 'action_restart'];6;['action_get_book_price', 'action_get_book_info', 'action_find_Books_by_author', 'action_get_book_link', 'action_get_book_recommendation', 'action_restart'];3;['book_name', 'recommendation', 'author_name'];3;0;['text', 'text', 'text'];0;[];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['server/actions/actions.py']
kashserafin/rasa-weather-bot;kashserafin/rasa-weather-bot;https://github.com/kashserafin/rasa-weather-bot;1;0;kashserafin;User;2022-12-07T16:42:16Z;f160908dad7390bed8f23356a9993a2401a6dfbb;2022-12-07T16:43:55Z;['domain.yml'];sfsd;6;['greet', 'goodbye', 'ask_weather_forecast', 'air_pollution', 'chitchat', 'weather_alert'];2;['city', 'GPE'];3;['action_session_start', 'action_get_city_coordinates', 'action_provide_weather_forecast'];3;['action_session_start', 'action_get_city_coordinates', 'action_provide_weather_forecast'];3;['city', 'city_lat', 'city_lon'];4;0;['text', 'float', 'float'];1;['weather_forecast_form'];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['actions/actions.py']
ketanmalempati/SocialMedia-ChatBot;ketanmalempati/SocialMedia-ChatBot;https://github.com/ketanmalempati/SocialMedia-ChatBot;1;0;ketanmalempati;User;2022-11-20T09:11:41Z;017a17f34878c0fdfffd6820a47cc7331b367637;2023-05-15T03:44:20Z;['domain.yml'];sfsd;31;['AI', 'CV', 'NLP', 'affirm', 'ask_media', 'bcci', 'bot_challenge', 'cook', 'cricket', 'deletesearch', 'deny', 'elon', 'football', 'give_time', 'goodbye', 'greet', 'icc', 'inform', 'legend', 'mac', 'mood_great', 'mood_unhappy', 'phone', 'request_media_form', 'search', 'spacex', 'sports', 'stop', 'tennis', 'tesla', 'vada'];3;['media_type', 'media_text', 'media_size'];22;['action_delete_search', 'action_show_media', 'action_show_posts', 'action_show_search', 'action_show_time', 'utter_ask_continue', 'utter_ask_media_size', 'utter_ask_media_text', 'utter_bcci', 'utter_cricket', 'utter_deletesearch', 'utter_football', 'utter_greet', 'utter_icc', 'utter_media_slots', 'utter_related_cricket', 'utter_related_sports', 'utter_search', 'utter_sports', 'utter_submit', 'utter_tennis', 'validate_simple_media_form'];6;['action_delete_search', 'action_show_media', 'action_show_posts', 'action_show_search', 'action_show_time', 'validate_simple_media_form'];3;['media_size', 'media_type', 'media_text'];3;0;['text', 'text', 'text'];1;['simple_media_form'];3.1;['en'];['en'];['en'];['en'];True;2;1;['README.md'];['actions/datastore.py', 'actions/actions.py']
kimou6055/Espritchatbot-RASA-RWKV;kimou6055/Espritchatbot-RASA-RWKV;https://github.com/kimou6055/Espritchatbot-RASA-RWKV;3;2;kimou6055;User;2023-03-12T18:06:04Z;c6f17472cc39f1e817802ac13293f96eb40a4d82;2023-05-17T23:49:17Z;['domain.yml'];sfsd;201;"['refus', 'accepter', 'greet', 'thanks', 'bye', 'contact_fr', 'date_preinscription_ang', 'difference_3A_3B_ang', 'reclamation_confirmation_admission_ang', 'reporter_entretien_ang', 'modalites_paiement_ang', 'cout_formation_ang', 'B2_fr', 'B2_ang', 'classe_fr', 'rentree_ang', 'modalite_ang', 'place_ang', 'inscri_ing_info_ang', 'licence_info_ang', 'alternance_ang', 'admission_ang', 'inscri_bac_ang', 'note_ang', 'club_ang', 'concours_admission_ang', 'courssoir_ang', 'cout_hebergement_ang', 'cout_restauration_ang', 'classe_ang', 'date_res_ang', 'valider_module_ang', 'admis_ang', 'carte_amen_ang', 'double_correction_ang', 'confirmation_option_ang', 'conseil_classe_ang', 'credit_ang', 'exemples_rapport_stage_ang', 'procedure_stage_ang', 'avantage_alternance_ang', 'obtention_diplome_ang', 'absence_examen_ang', 'redoublement_ang', 'ratt_ang', 'annulation_inscription_ang', 'regime_etude_ang', 'mobilite_internationale_ang', 'filiere_ang', 'salutation', 'remerciement', 'remerciement_neg', 'byefr', 'contact', 'courssoir_fr', 'date_preinscription_fr', 'mobilite_internationale_fr', 'avantage_alternance_fr', 'difference_3A_3B_fr', 'concours_admission_fr', 'reclamation_confirmation_admission_fr', 'reporter_entretien_fr', 'modalites_paiement_fr', 'cout_formation_fr', 'modalite_fr', 'place_fr', 'inscri_ing_info_fr', 'licence_info_fr', 'alternance_fr', 'admission_fr', 'inscri_bac_fr', 'note_fr', 'double_diplome_fr', 'certificat_fr', 'stage_fr', 'paiement_par_tranche_fr', 'info_generale_esprit_fr', 'avantage_esprit_fr', 'club_fr', 'cout_hebergement_fr', 'cout_restauration_fr', 'date_res_fr', 'valider_module_fr', 'admis_fr', 'carte_amen_fr', 'double_correction_fr', 'confirmation_option_fr', 'conseil_classe_fr', 'credit_fr', 'exemples_rapport_stage_fr', 'procedure_stage_fr', 'obtention_diplome_fr', 'absence_examen_fr', 'redoublement_fr', 'ratt_fr', 'annulation_inscription_fr', 'regime_etude_fr', 'filiere_fr', 'applicabilite_formation_fr', 'reduction_premier_fr', 'administration_fr', 'partenaires_fr', 'salutation_ar', 'remerciement_ar', 'bye_ar', 'contact_ar', 'courssoir_ar', 'date_preinscription_ar', 'mobilite_internationale_ar', 'avantage_alternance_ar', 'difference_3A_3B_ar', 'concours_admission_ar', 'reclamation_confirmation_admission_ar', 'reporter_entretien_ar', 'modalites_paiement_ar', 'cout_formation_ar', 'B2_ar', 'rentree_ar', 'modalite_ar', 'place_ar', 'inscri_ing_info_ar', 'licence_info_ar', 'alternance_ar', 'admission_ar', 'inscri_bac_ar', 'note_ar', 'double_diplome_ar', 'certificat_ar', 'stage_ar', 'info_generale_esprit_ar', 'avantage_esprit_ar', 'club_ar', 'cout_restauration_ar', 'cout_hebergement_ar', 'classe_ar', 'date_res_ar', 'valider_module_ar', 'admis_ar', 'carte_amen_ar', 'double_correction_ar', 'confirmation_option_ar', 'conseil_classe_ar', 'credit_ar', 'exemples_rapport_stage_ar', 'procedure_stage_ar', 'obtention_diplome_ar', 'absence_examen_ar', 'redoublement_ar', 'ratt_ar', 'annulation_inscription_ar', 'regime_etude_ar', 'filiere_ar', 'applicabilite_formation_ar', 'reconnaissance_diplome_ar', 'reduction_premier_ar', 'administration_ar', 'partenaires_ar', 'affirm', 'deny', 'rentree_fr', 'contact_ang', 'double_diplome_ang', 'certificat_ang', 'stage_ang', 'paiement_par_tranche_ang', 'info_generale_esprit_ang', 'avantage_esprit_ang', 'procedure_inscription_ang', 'applicabilite_formation_ang', 'reconnaissance_diplome_ang', 'reduction_premier_ang', 'administration_ang', 'partenaires_ang', 'procedure_inscription_fr', 'nature_cours_fr', 'nature_cours_ang', 'procedure_inscription_ar', 'types_des_couts_fr', 'types_des_couts_ang', 'rentree_niveau_fr', 'rentree_niveau_ang', 'reconnaissance_diplome_fr', 'soft_skills_fr', 'soft_skills_ang', 'massai_fr', 'massai_ang', 'massai_plusinfo_fr', 'massai_plusinfo_ang', 'chatbot_esprit_fr', 'chatbot_esprit_ang', 'localisation_fr', 'localisation_ang', ""cellule_d'ecoute_fr"", ""cellule_d'ecoute_ang"", 'sentiment_fr', 'sentiment_ang', 'sentiment_ar', 'activite_fr', 'activite_ang', 'creation_club_fr', 'creation_club_ang']";6;['cours_fr', 'cours_ang', 'type_cout_fr', 'type_cout_ang', 'rentree_niveau_fr', 'rentree_niveau_ang'];9;['action_cours_fr', 'action_cours_ang', 'action_cout_fr', 'action_cout_ang', 'action_rentree_ang', 'action_rentree_fr', 'action_random_topic', 'action_topic_info', 'action_raven_generate_text'];9;['action_cours_fr', 'action_cours_ang', 'action_cout_fr', 'action_cout_ang', 'action_rentree_ang', 'action_rentree_fr', 'action_random_topic', 'action_topic_info', 'action_raven_generate_text'];7;['topic', 'cours_fr', 'cours_ang', 'type_cout_fr', 'type_cout_ang', 'rentree_niveau_fr', 'rentree_niveau_ang'];1;6;['text', 'text', 'text', 'text', 'text', 'text', 'text'];0;[];3.1;['en'];['en', 'fr'];['en', 'fr'];['en', 'fr'];False;1;1;['README.md'];['actions/actions.py']
kozanakyel/AI-Asistant-Backend-with-Rasa-GPT;kozanakyel/AI-Asistant-Backend-with-Rasa-GPT;https://github.com/kozanakyel/AI-Asistant-Backend-with-Rasa-GPT;1;0;kozanakyel;User;2023-04-10T12:55:50Z;ce6fa41a1bb63c41b31c323e67fcf23f1d38e061;2023-04-10T12:57:36Z;['rasa_chatbot/domain.yml'];sfsd;14;['buy_tshirt', 'greet', 'inform', 'goodbye', 'affirm', 'stop', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'request_tshirt_form', 'address_search', 'info_shopyverse', 'gpt_info'];3;['tshirt_size', 'tshirt_color', 'address_loc'];7;['utter_ask_continue', 'utter_goodbye', 'utter_greet', 'utter_tshirt_slots', 'utter_submit', 'validate_simple_tshirt_form', 'choose_address'];2;['validate_simple_tshirt_form', 'choose_address'];3;['tshirt_size', 'tshirt_color', 'address'];3;0;['text', 'text', 'text'];1;['simple_tshirt_form'];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['rasa_chatbot/actions/actions.py']
lauren-l/HCI-chatbot;lauren-l/HCI-chatbot;https://github.com/lauren-l/HCI-chatbot;1;0;lauren-l;User;2023-03-24T03:11:25Z;2270ae655a38d6653e16ad32538eeedafd9137b3;2023-04-01T13:22:43Z;['domain.yml'];sfsd;12;['affirm', 'bot_challenge', 'deny', 'find_recipe', 'find_recipe_ingredients', 'goodbye', 'greet', 'inform', 'mood_great', 'mood_unhappy', 'request_recipe_form', 'stop'];2;['diet_type', 'ingredients'];12;['utter_greet', 'utter_help', 'utter_ask_new', 'action_utter_recipe_slots', 'action_clear_slots', 'action_recipe_search', 'action_recipe_ingredients_search', 'utter_goodbye', 'utter_submit', 'action_utter_recipe_ingredients_slots', 'utter_ask_continue', 'validate_recipe_form'];6;['action_utter_recipe_slots', 'action_clear_slots', 'action_recipe_search', 'action_recipe_ingredients_search', 'action_utter_recipe_ingredients_slots', 'validate_recipe_form'];3;['recipe', 'ingredients', 'diet_type'];3;0;['text', 'list', 'text'];2;['recipe_form_ingredients', 'recipe_form'];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['actions/actions.py']
lbodapat/rasa_is;lbodapat/rasa_is;https://github.com/lbodapat/rasa_is;1;1;lbodapat;User;2022-12-06T04:41:01Z;9da896f2bf1af18b6448cc24ef26d2dc44afb027;2023-01-02T18:27:14Z;['domain.yml'];sfsd;23;['bot_challenge', 'greeting', 'nonresponsive_statement', 'open_question', 'elicitation', 'provide', 'positive_answer', 'yes_no_question', 'thanking', 'negative_answer', 'refusal', 'apology', 'responsive_statement', 'response_to_thanking', 'closing', 'convo_started', 'reclassify', 'greeting_question', 'yes_no_help', 'test', 'surprise', 'busy', 'denial'];7;['name', 'phone_num', 'addr', 'email', 'credit_card', 'cvv', 'exp_date'];2;['action_test_rasa', 'utter_slot_test'];1;['action_test_rasa'];7;['name', 'phone_num', 'addr', 'email', 'credit_card', 'cvv', 'exp_date'];7;0;['text', 'text', 'text', 'text', 'text', 'text', 'text'];1;['ellicitation_form'];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['actions/actions.py']
lenaas/travel_chatbot;lenaas/travel_chatbot;https://github.com/lenaas/travel_chatbot;1;0;lenaas;User;2023-07-05T13:41:18Z;094c30bdf96f959db8ece741c0ee0c54313be936;2023-07-23T09:33:51Z;['rasa/domain.yml'];sfsd;10;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'travel_guide', 'inform', 'GPT'];8;['time', 'climate', 'activity', 'interest_1', 'interest_2', 'budget', 'housing', 'use_GPT'];3;['action_get_destinations', 'action_conduct_GPT_search', 'action_reset_slots'];3;['action_get_destinations', 'action_conduct_GPT_search', 'action_reset_slots'];8;['time', 'climate', 'activity', 'interest_1', 'interest_2', 'budget', 'housing', 'use_GPT'];8;0;['any', 'any', 'any', 'any', 'any', 'any', 'any', 'any'];1;['travel-guide'];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['rasa/actions/actions.py']
lukaszidz/ChainBuddy;lukaszidz/ChainBuddy;https://github.com/lukaszidz/ChainBuddy;1;0;lukaszidz;User;2023-09-28T19:44:07Z;d4d33efa1a20bb6e83ddd2048e2c364507045fd7;2024-01-04T15:08:54Z;['ChainBuddy.Chat/domain.yml'];sfsd;12;['greet', 'goodbye', 'affirm', 'deny', 'mood_great', 'mood_unhappy', 'bot_challenge', 'get_account_info', 'buy_buddy_token', 'buy_buddy_token_one_message', 'provide_account_address', 'provide_signer_key'];3;['account_address', 'signer_key', 'amount'];4;['action_get_account_info', 'action_buy_buddy_token', 'utter_ask_account_address', 'utter_ask_signer_key'];2;['action_get_account_info', 'action_buy_buddy_token'];3;['account_address', 'signer_key', 'amount'];3;0;['text', 'text', 'float'];0;[];3.1;['en'];['en'];['en'];['en'];True;1;5;['ChainBuddy.Api/README.md', 'ChainBuddy.Chat/README.md', 'ChainBuddy.Flow/README.md', 'ChainBuddy.UI/README.md', 'README.md'];['ChainBuddy.Chat/actions/actions.py']
mammhoud/ChatHack;mammhoud/ChatHack;https://github.com/mammhoud/ChatHack;2;0;mammhoud;User;2023-12-21T01:14:35Z;bc0cdd30bcb0db98792300b548707935a7408553;2024-05-11T22:53:45Z;['ChatBot/domain.yml'];sfsd;18;['bot_choice_virtual_assistant', 'bot_choice_shopping', 'order_status', 'order_cancel', 'return', 'product_stock', 'product_updates', 'affirm', 'deny', 'inform', 'order_tshirt', 'greet', 'chitchat', 'faq', 'out_of_scope', 'nlu_fallback', 'whats_your_name', 'request_human'];8;['email', 'color', 'number', 'uid', 'name', 'age', 'university', 'course'];9;['action_product_search', 'action_survey_submit', 'action_order_status', 'action_cancel_order', 'action_return', 'action_give_name', 'action_give_age', 'action_request_human', 'action_virtual_ai'];9;['action_product_search', 'action_survey_submit', 'action_order_status', 'action_cancel_order', 'action_return', 'action_give_name', 'action_give_age', 'action_request_human', 'action_virtual_ai'];9;['color', 'email', 'size', 'rating', 'open_feedback', 'requested_slot', 'verified_email', 'survey_complete', 'is_virtual_assistant'];7;2;['text', 'text', 'text', 'text', 'text', 'any', 'bool', 'bool', 'bool'];6;['order_status_form', 'cancel_form', 'return_form', 'product_updates_form', 'product_stock_form', 'survey_form'];3.1;['en'];['en'];['en'];['en'];True;3;1;['ChatBot/README.md'];['ChatBot/actions/slack_api.py', 'ChatBot/actions/insertions.py', 'ChatBot/actions/actions.py']
marcusyeoyh/Rasa-Chatbot;marcusyeoyh/Rasa-Chatbot;https://github.com/marcusyeoyh/Rasa-Chatbot;1;0;marcusyeoyh;User;2023-05-11T06:10:56Z;ac16f12623bc3703839de716e5a5a0965b0f374d;2023-07-27T08:12:00Z;['default/domain.yml'];sfsd;22;['set_user_mode', 'greet', 'goodbye', 'bot_challenge', 'ask_product', 'inform_brand', 'find_all_transactions', 'find_all_products', 'test_custom_action', 'find_all_info', 'find_all_brands', 'find_transactions_tag', 'find_products_tag', 'find_tag', 'page_redirect', 'default_text', 'end_bot', 'end_app', 'find_top', 'purpose', 'feeling_good', 'feeling_bad'];5;['user_mode', 'brand_type', 'tag_type', 'page_number', 'top_hits'];11;['query_brand_type', 'query_all_transactions', 'query_all_products', 'custom_action_test', 'query_all_information', 'query_unique_brands', 'query_tag', 'query_transactions_tag', 'query_products_tag', 'redirect_page', 'query_top'];11;['query_brand_type', 'query_all_transactions', 'query_all_products', 'custom_action_test', 'query_all_information', 'query_unique_brands', 'query_tag', 'query_transactions_tag', 'query_products_tag', 'redirect_page', 'query_top'];5;['user_mode', 'brand_type', 'tag_type', 'page_number', 'top_hits'];5;0;['text', 'text', 'text', 'text', 'text'];0;[];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['default/actions/actions.py']
maroufpaul/Rho-Bot2.0;maroufpaul/Rho-Bot2.0;https://github.com/maroufpaul/Rho-Bot2.0;1;0;maroufpaul;User;2024-01-22T05:37:51Z;20ecc3a3d42426931b1f1469b177be59bec56aa0;2024-04-16T04:19:41Z;['domain.yml'];sfsd;16;['greet', 'goodbye', 'bot_challenge', 'ask_faculty_specialization', 'ask_course_details', 'ask_program_admissions', 'ask_event_info', 'ask_general_info', 'provide_feedback', 'affirm', 'deny', 'ask_department_chair', 'ask_department_description', 'ask_major_requirements', 'ask_minor_requirements', 'ask_link'];5;['specialization', 'department', 'topic', 'subject', 'service'];26;['utter_greet', 'utter_goodbye', 'utter_iamabot', 'utter_fallback', 'utter_thank_feedback', 'utter_how_can_i_help', 'utter_more_help', 'utter_what_else_can_i_do', 'utter_did_that_help', 'utter_let_me_clarify', 'utter_can_i_help', 'utter_ask_for_feedback', 'utter_anything_else', 'utter_feedback_request', 'action_handle_and_analyze_feedback', 'action_faculty_specialization', 'action_custom_fallback', 'action_custom_classifier', 'action_retrieve_department_chair', 'action_retrieve_faculty_info', 'action_provide_course_details', 'action_retrieve_information', 'action_provide_major_requirements', 'action_provide_minor_requirements', 'action_provide_link', 'action_set_link_context'];11;['action_handle_and_analyze_feedback', 'action_faculty_specialization', 'action_custom_fallback', 'action_custom_classifier', 'action_retrieve_department_chair', 'action_provide_course_details', 'action_retrieve_information', 'action_provide_major_requirements', 'action_provide_minor_requirements', 'action_provide_link', 'action_set_link_context'];5;['specialization', 'topic', 'department', 'subject', 'link_context'];4;1;['text', 'text', 'text', 'text', 'text'];0;[];3.1;['en'];['en'];['en'];['en'];True;3;1;['README.md'];['actions/schema.py', 'actions/preprocess_json.py', 'actions/actions.py']
mebaysan/IntroductionToChatbotsWithRasa;mebaysan/IntroductionToChatbotsWithRasa;https://github.com/mebaysan/IntroductionToChatbotsWithRasa;8;0;mebaysan;User;2022-01-17T09:00:34Z;3f5433b319cfb0533c27da03d215408a7c219a6a;2022-01-17T17:43:34Z;['domain.yml'];sfsd;5;['greet', 'goodbye', 'find_time_zone', 'city_info', 'thanks'];1;['target_timezone'];1;['action_find_timezone'];1;['action_find_timezone'];1;['target_timezone'];1;0;['text'];0;[];3.0;['en'];['en'];['en'];['en'];True;1;0;[];['actions/actions.py']
mehdiby/Financial-chatbot;mehdiby/Financial-chatbot;https://github.com/mehdiby/Financial-chatbot;2;0;mehdiby;User;2022-11-24T13:16:19Z;ce563eaece1c838b2b51dbbae50a684d6e610494;2023-05-02T16:24:17Z;['domain.yml'];sfsd;86;['smalltalk_agent_acquaintance', 'smalltalk_agent_age', 'smalltalk_agent_annoying', 'smalltalk_agent_answer_my_question', 'smalltalk_agent_bad', 'smalltalk_agent_be_clever', 'smalltalk_agent_beautiful', 'smalltalk_agent_birth_date', 'smalltalk_agent_boring', 'smalltalk_agent_boss', 'smalltalk_agent_busy', 'smalltalk_agent_chatbot', 'smalltalk_agent_clever', 'smalltalk_agent_crazy', 'smalltalk_agent_fired', 'smalltalk_agent_funny', 'smalltalk_agent_good', 'smalltalk_agent_happy', 'smalltalk_agent_hungry', 'smalltalk_agent_marry_user', 'smalltalk_agent_my_friend', 'smalltalk_agent_occupation', 'smalltalk_agent_origin', 'smalltalk_agent_ready', 'smalltalk_agent_real', 'smalltalk_agent_residence', 'smalltalk_agent_right', 'smalltalk_confirmation_yes', 'smalltalk_agent_sure', 'smalltalk_agent_talk_to_me', 'smalltalk_agent_there', 'smalltalk_appraisal_bad', 'smalltalk_appraisal_good', 'smalltalk_appraisal_no_problem', 'smalltalk_appraisal_thank_you', 'smalltalk_appraisal_welcome', 'smalltalk_appraisal_well_done', 'smalltalk_confirmation_cancel', 'smalltalk_confirmation_no', 'smalltalk_dialog_hold_on', 'smalltalk_dialog_hug', 'smalltalk_dialog_i_do_not_care', 'smalltalk_dialog_sorry', 'smalltalk_dialog_what_do_you_mean', 'smalltalk_dialog_wrong', 'smalltalk_emotions_ha_ha', 'smalltalk_emotions_wow', 'smalltalk_greetings_bye', 'smalltalk_greetings_goodevening', 'smalltalk_greetings_goodmorning', 'smalltalk_greetings_goodnight', 'smalltalk_greetings_hello', 'smalltalk_greetings_how_are_you', 'smalltalk_greetings_nice_to_meet_you', 'smalltalk_greetings_nice_to_see_you', 'smalltalk_greetings_nice_to_talk_to_you', 'smalltalk_greetings_whatsup', 'smalltalk_user_angry', 'smalltalk_user_back', 'smalltalk_user_bored', 'smalltalk_user_busy', 'smalltalk_user_can_not_sleep', 'smalltalk_user_does_not_want_to_talk', 'smalltalk_user_excited', 'smalltalk_user_going_to_bed', 'smalltalk_user_good', 'smalltalk_user_happy', 'smalltalk_user_has_birthday', 'smalltalk_user_here', 'smalltalk_user_joking', 'smalltalk_user_likes_agent', 'smalltalk_user_lonely', 'smalltalk_user_looks_like', 'smalltalk_user_loves_agent', 'smalltalk_user_misses_agent', 'smalltalk_user_needs_advice', 'smalltalk_user_sad', 'smalltalk_user_sleepy', 'smalltalk_user_testing_agent', 'smalltalk_user_tired', 'smalltalk_user_waits', 'smalltalk_user_wants_to_see_agent_again', 'smalltalk_user_wants_to_talk', 'smalltalk_user_will_be_back', 'inquire_coin_price', 'inquire_stock_price'];2;['coin', 'stock'];2;['action_give_coin_price', 'action_give_stock_price'];2;['action_give_coin_price', 'action_give_stock_price'];0;[];0;0;[];0;[];3.1;['en'];['en'];['en'];['en'];True;1;1;['README.md'];['actions/actions.py']
